Value.ElapsedTime,Value.PatientID,Value.PourHeight,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Score,Value.TimeTask
0,Default,1.289999962,7/29/2022 15:54,,FALSE,92704cd1-8079-490a-ac1e-0bb1ed03fbef,EverydayTaskConfig,,,,,
1,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.295256793,-0.298251152,0.399148762,,
1,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.212894782,-0.312509716,0.393782556,,
109,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.295104504,-0.29820013,0.398861915,,
109,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.212748587,-0.312716514,0.393259734,,
191,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.294948161,-0.298038572,0.398587435,,
191,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.217616528,-0.308754236,0.398377329,,
272,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.294835329,-0.297992021,0.398546249,,
272,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.225143433,-0.301424056,0.405288428,,
355,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.294717044,-0.297878087,0.398428112,,
355,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.24348478,-0.283242285,0.415466726,,
438,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.294707566,-0.297833145,0.398640037,,
438,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.262480944,-0.277920127,0.418496102,,
521,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.298445344,-0.295223117,0.397589862,,
521,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.263469815,-0.314272851,0.427767903,,
605,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.304855347,-0.29238081,0.395662189,,
605,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.262431592,-0.290276498,0.415816158,,
689,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.312786162,-0.289236367,0.393503338,,
689,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.252267092,-0.298537731,0.411447555,,
771,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.316212863,-0.286559612,0.391459703,,
771,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.252442569,-0.29362306,0.40619275,,
856,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.317181319,-0.288368315,0.392464578,,
856,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.25065726,-0.297274023,0.405930787,,
939,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.324226648,-0.288109094,0.390963107,,
939,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.249730587,-0.300147206,0.40812394,,
1036,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.32684347,-0.291689873,0.395649493,,
1036,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.254155934,-0.298259914,0.40710324,,
1105,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.322785735,-0.295139551,0.40174067,,
1105,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.255836427,-0.298715085,0.404055476,,
1178,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.317002028,-0.298826516,0.405374944,,
1178,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.251182139,-0.300743252,0.400356859,,
1273,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.318791419,-0.293554634,0.392010599,,
1273,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.252705187,-0.300090492,0.402051687,,
1356,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.310529113,-0.287461638,0.377734244,,
1356,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.258372575,-0.298321366,0.403937131,,
1422,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.304356456,-0.285877496,0.374535441,,
1422,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259763092,-0.298632681,0.405034304,,
1523,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.316662312,-0.284828097,0.37817955,,
1523,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259144336,-0.299095184,0.40593347,,
1607,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.32273981,-0.285133928,0.375660539,,
1607,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259420991,-0.299227536,0.406103671,,
1673,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.324101239,-0.281085938,0.372406811,,
1673,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.264158368,-0.298891842,0.407757103,,
1757,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.321718931,-0.280909747,0.375760466,,
1757,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.263524473,-0.299453884,0.408644736,,
1840,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.316988051,-0.28158623,0.379099995,,
1840,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259850144,-0.300354004,0.407206297,,
1924,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.31185779,-0.282809615,0.378526956,,
1924,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.260390103,-0.29996109,0.406090319,,
2007,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.309122235,-0.286412328,0.376619875,,
2007,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259951919,-0.299321979,0.403463632,,
2091,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.312231809,-0.285569698,0.375225335,,
2091,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.26106894,-0.299756885,0.40489313,,
2174,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.311894089,-0.285817564,0.374417007,,
2174,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.259243757,-0.301297605,0.406361312,,
2262,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.305185258,-0.28823778,0.372734368,,
2262,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.261594087,-0.300789595,0.407043636,,
2341,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.29842487,-0.298070043,0.376529276,,
2341,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.264580846,-0.300811976,0.408387691,,
2429,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.296900332,-0.294728458,0.378185064,,
2429,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.267624289,-0.300401151,0.411256105,,
2512,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.298356116,-0.295452029,0.381042629,,
2512,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.270951897,-0.300359398,0.414138526,,
2597,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.301471025,-0.293899387,0.381815732,,
2597,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.271968782,-0.299930513,0.413224846,,
2680,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.304997206,-0.2899203,0.378792942,,
2680,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.272975683,-0.299513668,0.412704557,,
2763,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.308708668,-0.284848809,0.375891924,,
2763,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.273369491,-0.299242407,0.412297219,,
2847,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.306985527,-0.285808444,0.376844168,,
2847,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.272557974,-0.299206465,0.411652476,,
2919,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.306172132,-0.286044329,0.377240479,,
2919,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.272294581,-0.299320549,0.411632836,,
3004,,,7/29/2022 15:54,EverydayTaskData,,,LeftControllerPosition,-0.306198239,-0.286454558,0.377951562,,
3004,,,7/29/2022 15:54,EverydayTaskData,,,RightControllerPosition,0.272189379,-0.299359113,0.411595315,,
3104,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.307422549,-0.285641015,0.37909919,,
3104,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.269959062,-0.299972087,0.410935104,,
3216,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.310850024,-0.283651859,0.37982899,,
3216,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.238965183,-0.280216873,0.392160296,,
3283,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.311902195,-0.283780158,0.382594377,,
3283,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.124206431,-0.223285526,0.351509422,,
3344,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.311652333,-0.28431955,0.38266629,,
3344,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.068785436,-0.199556366,0.341186672,,
3441,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313482016,-0.283429176,0.378847182,,
3441,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,0.009028447,-0.175686404,0.341682732,,
3512,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313131183,-0.2838974,0.375548691,,
3512,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.036720935,-0.166583255,0.357806295,,
3596,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314295799,-0.283879012,0.377122074,,
3596,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.059753411,-0.172664836,0.387174666,,
3688,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315828621,-0.283884287,0.378817856,,
3688,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.088714868,-0.187164128,0.429046839,,
3785,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316935778,-0.283866435,0.38001141,,
3785,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.099599533,-0.19494985,0.446158707,,
3856,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316278696,-0.284031719,0.380525321,,
3856,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.110720478,-0.199174672,0.458188713,,
3943,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314418644,-0.284474641,0.381387681,,
3943,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.125455827,-0.206242397,0.467482269,,
4029,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314238667,-0.284555018,0.381678253,,
4029,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.139340907,-0.212584049,0.477932721,,
4123,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31436044,-0.284434408,0.381733716,,
4123,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.155700877,-0.211038858,0.48444733,,
4195,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314169049,-0.284465879,0.381791383,,
4195,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.16230762,-0.211539343,0.486411363,,
4290,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314218879,-0.284451038,0.381715447,,
4290,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.174243525,-0.214744046,0.484689623,,
4389,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314144343,-0.284359038,0.381576598,,
4389,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.181856483,-0.217482448,0.47662878,,
4460,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313832402,-0.284325778,0.381508559,,
4460,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.188327953,-0.219125316,0.47091499,,
4540,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31315577,-0.28445828,0.381121606,,
4540,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.194546163,-0.223781481,0.469422698,,
4639,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313199431,-0.284369975,0.380895942,,
4639,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.19459635,-0.223844588,0.473442018,,
4714,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313204259,-0.284283191,0.380962908,,
4714,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.195036337,-0.22562319,0.475835949,,
4805,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313294679,-0.284181982,0.380949199,,
4805,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.193747312,-0.231376901,0.479547143,,
4879,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313234568,-0.284107983,0.380917907,,
4879,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.192296743,-0.233949259,0.481911957,,
4972,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313278377,-0.283987403,0.380673647,,
4972,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.191432759,-0.233282521,0.481500179,,
5080,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31347391,-0.284037024,0.380750716,,
5080,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.189914733,-0.23286593,0.482570469,,
5162,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313513368,-0.284062684,0.380710244,,
5162,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.188918531,-0.231814757,0.482868671,,
5231,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.313516408,-0.283918113,0.380730867,,
5231,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.188234836,-0.230633169,0.483101368,,
5312,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314000487,-0.283742398,0.380688399,,
5312,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.187165529,-0.227982044,0.482107252,,
5390,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.314645797,-0.283576012,0.380720109,,
5390,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.185069382,-0.225534141,0.479952425,,
5480,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31550768,-0.283499986,0.380874753,,
5480,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.180773199,-0.221630678,0.476448148,,
5562,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.315951824,-0.283537716,0.380748719,,
5562,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.175128683,-0.216303691,0.473405421,,
5639,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.316223025,-0.283561826,0.380617797,,
5639,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.170662776,-0.212622449,0.471984237,,
5732,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.317797154,-0.283588201,0.380697876,,
5732,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.161851749,-0.205062658,0.468960732,,
5813,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320063204,-0.283375829,0.381021231,,
5813,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.155074343,-0.199732542,0.467450768,,
5894,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320255131,-0.283460766,0.380979747,,
5894,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.148286596,-0.194386676,0.466026247,,
5977,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319902688,-0.283568859,0.380882293,,
5977,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.141098931,-0.189406559,0.465435296,,
6033,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319636136,-0.283620954,0.380821586,,
6033,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.136343941,-0.185986459,0.464944005,,
6131,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319724262,-0.283547103,0.380875856,,
6131,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.128438428,-0.180081934,0.46564427,,
6221,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319094002,-0.283788085,0.380800426,,
6221,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.12204212,-0.173437342,0.465581954,,
6306,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.318858504,-0.283923,0.380802244,,
6306,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.117981583,-0.168490887,0.46433419,,
6381,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.318924218,-0.283909053,0.380886644,,
6381,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.111673146,-0.160481274,0.463504881,,
6492,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.318866938,-0.283841938,0.380947441,,
6492,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.103131734,-0.148658931,0.463050604,,
6556,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319268793,-0.283769935,0.380913109,,
6556,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.099190116,-0.143914133,0.462204367,,
6645,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319797605,-0.283657134,0.380840451,,
6645,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.091868244,-0.137155518,0.461081743,,
6706,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319595844,-0.283818901,0.380769432,,
6706,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.088975333,-0.133997962,0.460214376,,
6799,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319680572,-0.283911705,0.380786061,,
6799,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.084845386,-0.128702909,0.45918259,,
6890,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319804817,-0.284135669,0.380604804,,
6890,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.079471394,-0.119484439,0.456987232,,
6959,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320066363,-0.284510165,0.380525768,,
6959,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.076816469,-0.113240175,0.455483675,,
7041,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320468605,-0.284891397,0.380840898,,
7041,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.073743433,-0.105163686,0.45344314,,
7123,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.32047537,-0.285367787,0.381221682,,
7123,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.071730994,-0.099717505,0.451573968,,
7212,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320919842,-0.285589129,0.381709516,,
7212,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.068235546,-0.092929639,0.44999665,,
7301,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320754617,-0.285846621,0.381964624,,
7301,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.065068893,-0.087523527,0.44855693,,
7372,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320762664,-0.286015391,0.382141232,,
7372,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.062371336,-0.083009578,0.446874291,,
7461,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320614308,-0.286053598,0.382171541,,
7461,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.059800338,-0.07930775,0.445630074,,
7548,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320613891,-0.286089629,0.382171273,,
7548,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.055365127,-0.073856071,0.444010794,,
7631,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320716918,-0.286130071,0.382121265,,
7631,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.051781394,-0.069295764,0.442712843,,
7701,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.32058689,-0.286198527,0.382024705,,
7701,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.048516318,-0.065203942,0.441843778,,
7789,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.32043159,-0.286206096,0.38202101,,
7789,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.044397913,-0.061336793,0.441480398,,
7901,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.320026249,-0.286222577,0.382128984,,
7901,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.040390354,-0.057151053,0.440711051,,
7955,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.31990692,-0.28619799,0.382055819,,
7955,,,7/29/2022 15:55,EverydayTaskData,,,RightControllerPosition,-0.038359448,-0.054762088,0.440099627,,
8059,,,7/29/2022 15:55,EverydayTaskData,,,LeftControllerPosition,-0.319892943,-0.28613019,0.382003933,,
